GFF Download Link	Organellar genome(s)	VEuPathDB Project	Chromosomes	Supercontigs	Contigs	Available for community annotation	BUSCO Genomic	BUSCO Lineage Dataset	BUSCO Protein	Genome Source	Genome Version/Assembly ID	Mega base Pairs	Structural Annotation Source	Structural Annotation Version	Is Reference Strain	Organism	Species	Species NCBI taxon ID	Strain	Strain NCBI taxon ID	CDS Fasta Download Link	Genome Fasta Download Link	Protein Fasta Download Link	Transcript Fasta Download Link	ChIP chip	EC#	ESTs	Genes	GO terms	Microarray	Non Protein coding genes	Orthologs	Popset Sequences	Protein coding genes	Proteomics	Pseudogenes	RNA Seq	RT-PCR	SNPs	TFBS	User comments
http://FungiDB.org/common/downloads/Current_Release/Cclavatayc1106/gff/data/FungiDB-68_Cclavatayc1106.gff	no	FungiDB	8	0	0	Apollo	C:  93.8%[S:  93.7%,D:   0.2%],F:   0.3%,M:   5.8%,n:6641	pleosporales_odb10	C:  94.1%[S:  93.8%,D:   0.2%],F:   0.5%,M:   5.5%,n:6641	INSDC	GCA_023920165.1	32.36	GenBank	Jun 27, 2022	yes	Curvularia clavata yc1106	Curvularia clavata	95742	yc1106	N/A	http://FungiDB.org/common/downloads/Current_Release/Cclavatayc1106/fasta/data/FungiDB-68_Cclavatayc1106_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Cclavatayc1106/fasta/data/FungiDB-68_Cclavatayc1106_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Cclavatayc1106/fasta/data/FungiDB-68_Cclavatayc1106_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Cclavatayc1106/fasta/data/FungiDB-68_Cclavatayc1106_AnnotatedTranscripts.fasta	N/A	16	N/A	10292	7247	N/A	122	10170	6360	10170	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CduobushaemulonisB09383/gff/data/FungiDB-68_CduobushaemulonisB09383.gff	yes	FungiDB	0	0	7	Apollo	N/A	N/A	N/A	GenBank	GCA_002926085.1	12.58	GenBank	May 01, 2018	yes	Candida duobushaemulonis strain B09383	[Candida] duobushaemulonis	1231522	B09383	N/A	http://FungiDB.org/common/downloads/Current_Release/CduobushaemulonisB09383/fasta/data/FungiDB-68_CduobushaemulonisB09383_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CduobushaemulonisB09383/fasta/data/FungiDB-68_CduobushaemulonisB09383_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CduobushaemulonisB09383/fasta/data/FungiDB-68_CduobushaemulonisB09383_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CduobushaemulonisB09383/fasta/data/FungiDB-68_CduobushaemulonisB09383_AnnotatedTranscripts.fasta	N/A	852	N/A	5329	4025	N/A	156	5173	8755	5173	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/Cfabianii65/gff/data/FungiDB-68_Cfabianii65.gff	no	FungiDB	0	25	0	Apollo	N/A	N/A	N/A	INSDC	GCA_001983305.1	12.19	GenBank	Feb 02, 2017	yes	Cyberlindnera fabianii 65	Cyberlindnera fabianii	36022	65	N/A	http://FungiDB.org/common/downloads/Current_Release/Cfabianii65/fasta/data/FungiDB-68_Cfabianii65_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Cfabianii65/fasta/data/FungiDB-68_Cfabianii65_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Cfabianii65/fasta/data/FungiDB-68_Cfabianii65_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Cfabianii65/fasta/data/FungiDB-68_Cfabianii65_AnnotatedTranscripts.fasta	N/A	724	N/A	5509	4380	N/A	0	5509	126	5509	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/ChaemulonisB11899/gff/data/FungiDB-68_ChaemulonisB11899.gff	yes	FungiDB	0	0	11	Apollo	N/A	N/A	N/A	GenBank	GCA_002926055.1	13.31	GenBank	May 01, 2018	yes	Candida haemulonis B11899	[Candida] haemuloni	45357	B11899	N/A	http://FungiDB.org/common/downloads/Current_Release/ChaemulonisB11899/fasta/data/FungiDB-68_ChaemulonisB11899_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/ChaemulonisB11899/fasta/data/FungiDB-68_ChaemulonisB11899_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/ChaemulonisB11899/fasta/data/FungiDB-68_ChaemulonisB11899_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/ChaemulonisB11899/fasta/data/FungiDB-68_ChaemulonisB11899_AnnotatedTranscripts.fasta	N/A	852	N/A	5409	4092	N/A	160	5249	9083	5249	N/A	0	N/A	N/A	1811	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CimmundaCBS83496/gff/data/FungiDB-68_CimmundaCBS83496.gff	no	FungiDB	0	277	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000835495.1	43.03	GenBank	Jun 16, 2016	yes	Cladophialophora immunda strain CBS 83496	Cladophialophora immunda	569365	strain CBS 83496	N/A	http://FungiDB.org/common/downloads/Current_Release/CimmundaCBS83496/fasta/data/FungiDB-68_CimmundaCBS83496_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmundaCBS83496/fasta/data/FungiDB-68_CimmundaCBS83496_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmundaCBS83496/fasta/data/FungiDB-68_CimmundaCBS83496_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmundaCBS83496/fasta/data/FungiDB-68_CimmundaCBS83496_AnnotatedTranscripts.fasta	N/A	1354	N/A	12879	8577	N/A	49	12830	142	12830	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CimmitisWA_211/gff/data/FungiDB-68_CimmitisWA_211.gff	no	FungiDB	0	62	0	N/A	N/A	N/A	N/A	INSDC	GCA_004115165.2	27.47	GenBank	1/07/2019	no	Coccidioides immitis WA_211	Coccidioides immitis	5501	WA_211	N/A	http://FungiDB.org/common/downloads/Current_Release/CimmitisWA_211/fasta/data/FungiDB-68_CimmitisWA_211_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisWA_211/fasta/data/FungiDB-68_CimmitisWA_211_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisWA_211/fasta/data/FungiDB-68_CimmitisWA_211_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisWA_211/fasta/data/FungiDB-68_CimmitisWA_211_AnnotatedTranscripts.fasta	N/A	882	5992	7936	5516	N/A	121	7815	6965	7815	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CmetapsilosisBP57/gff/data/FungiDB-68_CmetapsilosisBP57.gff	no	FungiDB	0	9	0	Apollo	N/A	N/A	N/A	INSDC	GCA_017655625.1	13.09	GenBank	Apr 01, 2021	yes	Candida metapsilosis BP57	Candida metapsilosis	273372	BP57	N/A	http://FungiDB.org/common/downloads/Current_Release/CmetapsilosisBP57/fasta/data/FungiDB-68_CmetapsilosisBP57_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CmetapsilosisBP57/fasta/data/FungiDB-68_CmetapsilosisBP57_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CmetapsilosisBP57/fasta/data/FungiDB-68_CmetapsilosisBP57_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CmetapsilosisBP57/fasta/data/FungiDB-68_CmetapsilosisBP57_AnnotatedTranscripts.fasta	N/A	N/A	N/A	5743	3885	N/A	17	5726	10939	5726	N/A	17	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CmilitarisATCC34164/gff/data/FungiDB-68_CmilitarisATCC34164.gff	no	FungiDB	7	0	0	Apollo	N/A	N/A	N/A	INSDC	GCA_008080495.1	33.62	GenBank	Nov 30, 2017	yes	Cordyceps militaris ATCC 34164	Cordyceps militaris	73501	ATCC 34164	N/A	http://FungiDB.org/common/downloads/Current_Release/CmilitarisATCC34164/fasta/data/FungiDB-68_CmilitarisATCC34164_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CmilitarisATCC34164/fasta/data/FungiDB-68_CmilitarisATCC34164_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CmilitarisATCC34164/fasta/data/FungiDB-68_CmilitarisATCC34164_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CmilitarisATCC34164/fasta/data/FungiDB-68_CmilitarisATCC34164_AnnotatedTranscripts.fasta	N/A	927	800	9362	6754	N/A	75	9287	8243	9287	N/A	0	9362	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CneoformansH992018/gff/data/FungiDB-68_CneoformansH992018.gff	no	FungiDB	0	14	0	N/A	N/A	N/A	N/A	INSDC	GCA_003011985.1	18.93	N/A	N/A	no	Cryptococcus neoformans var. grubii H99 2018	Cryptococcus neoformans	5207	var. grubii H99 2018	N/A	http://FungiDB.org/common/downloads/Current_Release/CneoformansH992018/fasta/data/FungiDB-68_CneoformansH992018_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansH992018/fasta/data/FungiDB-68_CneoformansH992018_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansH992018/fasta/data/FungiDB-68_CneoformansH992018_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansH992018/fasta/data/FungiDB-68_CneoformansH992018_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CneoformansKN99/gff/data/FungiDB-68_CneoformansKN99.gff	yes	FungiDB	14	0	0	N/A	N/A	N/A	N/A	GenBank	GCA_002216725.1	18.91	GenBank	Nov 8, 2018	no	Cryptococcus neoformans var. grubii KN99	Cryptococcus neoformans	5207	var. grubii KN99	N/A	http://FungiDB.org/common/downloads/Current_Release/CneoformansKN99/fasta/data/FungiDB-68_CneoformansKN99_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansKN99/fasta/data/FungiDB-68_CneoformansKN99_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansKN99/fasta/data/FungiDB-68_CneoformansKN99_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansKN99/fasta/data/FungiDB-68_CneoformansKN99_AnnotatedTranscripts.fasta	N/A	575	5379	6967	4159	N/A	0	6967	79	6967	N/A	0	6967	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CneoformansVNII/gff/data/FungiDB-68_CneoformansVNII.gff	no	FungiDB	14	0	0	N/A	N/A	N/A	N/A	INSDC	GCA_022832995.1	18.96	GenBank	Apr 07, 2022	no	Cryptococcus neoformans strain:VNII	Cryptococcus neoformans	5207	strain:VNII	N/A	http://FungiDB.org/common/downloads/Current_Release/CneoformansVNII/fasta/data/FungiDB-68_CneoformansVNII_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansVNII/fasta/data/FungiDB-68_CneoformansVNII_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansVNII/fasta/data/FungiDB-68_CneoformansVNII_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CneoformansVNII/fasta/data/FungiDB-68_CneoformansVNII_AnnotatedTranscripts.fasta	N/A	11	4926	6698	4011	N/A	113	6585	66	6585	N/A	50	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira2022/gff/data/FungiDB-68_CposadasiiSilveira2022.gff	yes	FungiDB	8	0	0	Apollo	N/A	N/A	N/A	INSDC	GCA_018416015.2	28.19	GenBank	Jan 19, 2022	no	Coccidioides posadasii strain Silveira 2022	Coccidioides posadasii	199306	strain Silveira 2022	N/A	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira2022/fasta/data/FungiDB-68_CposadasiiSilveira2022_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira2022/fasta/data/FungiDB-68_CposadasiiSilveira2022_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira2022/fasta/data/FungiDB-68_CposadasiiSilveira2022_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira2022/fasta/data/FungiDB-68_CposadasiiSilveira2022_AnnotatedTranscripts.fasta	N/A	896	6941	8438	5796	N/A	139	8299	7440	8299	N/A	2	8438	N/A	N/A	N/A	1
http://FungiDB.org/common/downloads/Current_Release/CpseudohaemuloniiB12108/gff/data/FungiDB-68_CpseudohaemuloniiB12108.gff	no	FungiDB	0	36	0	Apollo	N/A	N/A	N/A	INSDC	GCA_003013735.1	12.59	GenBank	Mar 03, 2018	yes	Candida pseudohaemulonii strain B12108	[Candida] pseudohaemulonis	418784	B12108	N/A	http://FungiDB.org/common/downloads/Current_Release/CpseudohaemuloniiB12108/fasta/data/FungiDB-68_CpseudohaemuloniiB12108_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CpseudohaemuloniiB12108/fasta/data/FungiDB-68_CpseudohaemuloniiB12108_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CpseudohaemuloniiB12108/fasta/data/FungiDB-68_CpseudohaemuloniiB12108_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CpseudohaemuloniiB12108/fasta/data/FungiDB-68_CpseudohaemuloniiB12108_AnnotatedTranscripts.fasta	N/A	843	N/A	5285	4005	N/A	151	5134	23601	5134	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CqueenslandicumCBS280.77/gff/data/FungiDB-68_CqueenslandicumCBS280.77.gff	no	FungiDB	0	0	2724	N/A	N/A	N/A	N/A	GenBank	GCA_001430955.1	32.34	n/a	n/a	yes	Chrysosporium queenslandicum isolate CBS 280.77	Chrysosporium queenslandicum	264361	isolate CBS 280.77	N/A	http://FungiDB.org/common/downloads/Current_Release/CqueenslandicumCBS280.77/fasta/data/FungiDB-68_CqueenslandicumCBS280.77_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CqueenslandicumCBS280.77/fasta/data/FungiDB-68_CqueenslandicumCBS280.77_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CqueenslandicumCBS280.77/fasta/data/FungiDB-68_CqueenslandicumCBS280.77_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CqueenslandicumCBS280.77/fasta/data/FungiDB-68_CqueenslandicumCBS280.77_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404-2020/gff/data/FungiDB-68_CtropicalisMYA3404-2020.gff	no	FungiDB	7	0	0	N/A	N/A	N/A	N/A	INSDC	GCA_013177555.1	14.61	GenBank	May 27, 2020	no	Candida tropicalis MYA-3404 2020	Candida tropicalis	5482	MYA-3404 2020	N/A	http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404-2020/fasta/data/FungiDB-68_CtropicalisMYA3404-2020_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404-2020/fasta/data/FungiDB-68_CtropicalisMYA3404-2020_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404-2020/fasta/data/FungiDB-68_CtropicalisMYA3404-2020_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404-2020/fasta/data/FungiDB-68_CtropicalisMYA3404-2020_AnnotatedTranscripts.fasta	N/A	8	496	6136	4109	N/A	0	6136	11463	6136	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/DfabryiCBS789/gff/data/FungiDB-68_DfabryiCBS789.gff	yes	FungiDB	0	534	0	Apollo	N/A	N/A	N/A	INSDC	GCA_001447935.2	11.7	GenBank	Mar 16, 2020	yes	Debaryomyces fabryi CBS 789	Debaryomyces fabryi	58627	CBS 789	N/A	http://FungiDB.org/common/downloads/Current_Release/DfabryiCBS789/fasta/data/FungiDB-68_DfabryiCBS789_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/DfabryiCBS789/fasta/data/FungiDB-68_DfabryiCBS789_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/DfabryiCBS789/fasta/data/FungiDB-68_DfabryiCBS789_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/DfabryiCBS789/fasta/data/FungiDB-68_DfabryiCBS789_AnnotatedTranscripts.fasta	N/A	793	N/A	6025	4839	N/A	0	6025	2551	6025	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/DrugosaCBS613/gff/data/FungiDB-68_DrugosaCBS613.gff	no	FungiDB	0	169	0	Apollo	N/A	N/A	N/A	INSDC	GCA_008704595.1	13.45	GenBank	Sep 26, 2019	yes	Diutina rugosa CBS 613	Diutina rugosa	5481	CBS 613	N/A	http://FungiDB.org/common/downloads/Current_Release/DrugosaCBS613/fasta/data/FungiDB-68_DrugosaCBS613_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/DrugosaCBS613/fasta/data/FungiDB-68_DrugosaCBS613_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/DrugosaCBS613/fasta/data/FungiDB-68_DrugosaCBS613_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/DrugosaCBS613/fasta/data/FungiDB-68_DrugosaCBS613_AnnotatedTranscripts.fasta	N/A	658	N/A	5819	4189	N/A	4	5815	74	5815	N/A	4	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/EafricanusCBS136260/gff/data/FungiDB-68_EafricanusCBS136260.gff	no	FungiDB	0	4444	0	Apollo	N/A	N/A	N/A	INSDC	GCA_001660665.1	29.71	GenBank	Jun 09, 2016	yes	Emergomyces africanus CBS 136260	Emergomyces africanus	1955775	CBS 136260	N/A	http://FungiDB.org/common/downloads/Current_Release/EafricanusCBS136260/fasta/data/FungiDB-68_EafricanusCBS136260_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/EafricanusCBS136260/fasta/data/FungiDB-68_EafricanusCBS136260_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/EafricanusCBS136260/fasta/data/FungiDB-68_EafricanusCBS136260_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/EafricanusCBS136260/fasta/data/FungiDB-68_EafricanusCBS136260_AnnotatedTranscripts.fasta	N/A	858	N/A	8860	5773	N/A	91	8769	55	8769	N/A	2	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/EmesophilaCBS40295/gff/data/FungiDB-68_EmesophilaCBS40295.gff	no	FungiDB	0	9	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000836275.1	29.27	GenBank	Jun 16, 2016	yes	Exophiala mesophila strain CBS 40295	Exophiala mesophila	212818	strain CBS 40295	N/A	http://FungiDB.org/common/downloads/Current_Release/EmesophilaCBS40295/fasta/data/FungiDB-68_EmesophilaCBS40295_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/EmesophilaCBS40295/fasta/data/FungiDB-68_EmesophilaCBS40295_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/EmesophilaCBS40295/fasta/data/FungiDB-68_EmesophilaCBS40295_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/EmesophilaCBS40295/fasta/data/FungiDB-68_EmesophilaCBS40295_AnnotatedTranscripts.fasta	N/A	1194	N/A	9237	6643	N/A	56	9181	494	9181	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/EoligospermaCBS72588/gff/data/FungiDB-68_EoligospermaCBS72588.gff	no	FungiDB	0	143	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000835515.1	38.22	GenBank	Jun 16, 2016	yes	Exophiala oligosperma strain CBS 72588	Exophiala oligosperma	215243	strain CBS 72588	N/A	http://FungiDB.org/common/downloads/Current_Release/EoligospermaCBS72588/fasta/data/FungiDB-68_EoligospermaCBS72588_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/EoligospermaCBS72588/fasta/data/FungiDB-68_EoligospermaCBS72588_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/EoligospermaCBS72588/fasta/data/FungiDB-68_EoligospermaCBS72588_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/EoligospermaCBS72588/fasta/data/FungiDB-68_EoligospermaCBS72588_AnnotatedTranscripts.fasta	N/A	1372	N/A	11938	8206	N/A	45	11893	578	11893	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/Eorientalis5z489/gff/data/FungiDB-68_Eorientalis5z489.gff	no	FungiDB	0	108	0	N/A	N/A	N/A	N/A	INSDC	GCA_002110485.1	35.5	N/A	N/A	yes	Emergomyces orientalis 5z489	Emergomyces orientalis	1972497	5z489	N/A	http://FungiDB.org/common/downloads/Current_Release/Eorientalis5z489/fasta/data/FungiDB-68_Eorientalis5z489_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Eorientalis5z489/fasta/data/FungiDB-68_Eorientalis5z489_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Eorientalis5z489/fasta/data/FungiDB-68_Eorientalis5z489_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Eorientalis5z489/fasta/data/FungiDB-68_Eorientalis5z489_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/EspiniferaCBS89968/gff/data/FungiDB-68_EspiniferaCBS89968.gff	no	FungiDB	0	28	0	Apollo	N/A	N/A	N/A	INSDC	GCA_000836115.1	32.91	GenBank	Jun 16, 2016	yes	Exophiala spinifera CBS 89968	Exophiala spinifera	91928	CBS 89968	N/A	http://FungiDB.org/common/downloads/Current_Release/EspiniferaCBS89968/fasta/data/FungiDB-68_EspiniferaCBS89968_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/EspiniferaCBS89968/fasta/data/FungiDB-68_EspiniferaCBS89968_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/EspiniferaCBS89968/fasta/data/FungiDB-68_EspiniferaCBS89968_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/EspiniferaCBS89968/fasta/data/FungiDB-68_EspiniferaCBS89968_AnnotatedTranscripts.fasta	N/A	1035	N/A	12110	8545	N/A	61	12049	494	12049	N/A	3	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/FcircinatumNRRL25331/gff/data/FungiDB-68_FcircinatumNRRL25331.gff	yes	FungiDB	0	1222	0	Apollo	N/A	N/A	N/A	INSDC	GCA_013396185.1	42.62	GenBank	10/07/2020	yes	Fusarium circinatum NRRL 25331	Fusarium circinatum	48490	NRRL 25331	N/A	http://FungiDB.org/common/downloads/Current_Release/FcircinatumNRRL25331/fasta/data/FungiDB-68_FcircinatumNRRL25331_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/FcircinatumNRRL25331/fasta/data/FungiDB-68_FcircinatumNRRL25331_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/FcircinatumNRRL25331/fasta/data/FungiDB-68_FcircinatumNRRL25331_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/FcircinatumNRRL25331/fasta/data/FungiDB-68_FcircinatumNRRL25331_AnnotatedTranscripts.fasta	N/A	N/A	8	13905	7721	N/A	0	13905	113504	13905	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/Fgraminearum233423/gff/data/FungiDB-68_Fgraminearum233423.gff	no	FungiDB	0	869	0	N/A	N/A	N/A	N/A	INSDC	GCA_000966635.1	36.49	N/A	N/A	no	Fusarium graminearum DAOM 233423	Fusarium graminearum	5518	DAOM 233423	N/A	http://FungiDB.org/common/downloads/Current_Release/Fgraminearum233423/fasta/data/FungiDB-68_Fgraminearum233423_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Fgraminearum233423/fasta/data/FungiDB-68_Fgraminearum233423_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Fgraminearum233423/fasta/data/FungiDB-68_Fgraminearum233423_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Fgraminearum233423/fasta/data/FungiDB-68_Fgraminearum233423_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/FmangiferaeMRC7560/gff/data/FungiDB-68_FmangiferaeMRC7560.gff	no	FungiDB	0	254	0	Apollo	N/A	N/A	N/A	INSDC	GCA_900044065.1	46.29	GenBank	Dec 06, 2016	yes	Fusarium mangiferae MRC7560	Fusarium mangiferae	192010	MRC7560	N/A	http://FungiDB.org/common/downloads/Current_Release/FmangiferaeMRC7560/fasta/data/FungiDB-68_FmangiferaeMRC7560_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/FmangiferaeMRC7560/fasta/data/FungiDB-68_FmangiferaeMRC7560_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/FmangiferaeMRC7560/fasta/data/FungiDB-68_FmangiferaeMRC7560_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/FmangiferaeMRC7560/fasta/data/FungiDB-68_FmangiferaeMRC7560_AnnotatedTranscripts.fasta	N/A	1247	N/A	16149	10434	N/A	345	15804	116161	15804	N/A	0	16149	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/Fodoratissimumrace4/gff/data/FungiDB-68_Fodoratissimumrace4.gff	no	FungiDB	0	840	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000350365.1	52.93	GenBank	Mar 21, 2015	yes	Fusarium odoratissimum strain race 4	Fusarium odoratissimum	2502994	strain race 4	N/A	http://FungiDB.org/common/downloads/Current_Release/Fodoratissimumrace4/fasta/data/FungiDB-68_Fodoratissimumrace4_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Fodoratissimumrace4/fasta/data/FungiDB-68_Fodoratissimumrace4_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Fodoratissimumrace4/fasta/data/FungiDB-68_Fodoratissimumrace4_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Fodoratissimumrace4/fasta/data/FungiDB-68_Fodoratissimumrace4_AnnotatedTranscripts.fasta	N/A	1479	N/A	14596	8462	N/A	137	14459	66580	14459	N/A	137	14596	N/A	N/A	N/A	N/A
